UKPRN,Institution,SortOrder,MainPanel,UOA,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,Profile,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified,n_submission,p,pp_top_prop
10007141,University of Central Lancashire,250,C,19,Business and Management Studies, ,,,Outputs,11.45,3.2,30.1,49.2,17.5,0,63,46,0.100563007
10007141,University of Central Lancashire,250,C,20,Law, ,,,Outputs,10.8,4.1,22.4,59.2,14.3,0,49,7,0
10007141,University of Central Lancashire,250,C,22,Social Work and Social Policy, ,,,Outputs,27.32,7.9,37.7,45.6,8.8,0,114,57,0.125114028
10007141,University of Central Lancashire,250,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,21.2,7.7,38.5,37.3,12.1,4.4,91,52,0.188533756
10007141,University of Central Lancashire,250,D,28,Modern Languages and Linguistics, ,,,Outputs,10.6,25,45,25,5,0,40,13,0.153846154
10007141,University of Central Lancashire,250,D,29,English Language and Literature, ,,,Outputs,7.2,10.7,42.9,39.3,7.1,0,28,6,0.086855276
10007141,University of Central Lancashire,250,D,30,History, ,,,Outputs,10.18,10.4,29.2,45.8,14.6,0,48,11,0.090909091
10007141,University of Central Lancashire,250,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,13.78,6.7,25,46.6,21.7,0,60,2,0
10007141,University of Central Lancashire,250,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,8.85,30,37.5,22.5,10,0,40,5,0.008699552
10007143,University of Durham,420,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,24.7,16,56.3,26.6,0,1.1,94,86,0.258323084
10007143,University of Durham,420,A,5,Biological Sciences, ,,,Outputs,39,15,47.7,32.7,1.3,3.3,153,149,0.231367849
10007143,University of Durham,420,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,34.81,17,68.2,14.8,0,0,135,131,0.356685503
10007143,University of Durham,420,B,8,Chemistry, ,,,Outputs,40.8,23,71.1,5.9,0,0,152,151,0.406788079
10007143,University of Durham,420,B,9,Physics, ,,,Outputs,74.55,21.8,72.4,5.5,0.3,0,293,277,0.514844912
10007143,University of Durham,420,B,10,Mathematical Sciences, ,,,Outputs,54,13.2,62.8,23,0,1,204,157,0.1657327
10007143,University of Durham,420,B,11,Computer Science and Informatics, ,,,Outputs,14.2,20.3,62.8,15.2,0,1.7,59,54,0.14845679
10007143,University of Durham,420,B,15,General Engineering, ,,,Outputs,34,4.9,85.4,9.7,0,0,103,90,0.166666667
10007143,University of Durham,420,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Outputs,24.91,29,37,34,0,0,100,45,0.411865802
10007143,University of Durham,420,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Outputs,62.9,32.3,39.9,25.6,1.3,0.9,223,199,0.416045391
10007143,University of Durham,420,C,19,Business and Management Studies, ,,,Outputs,44.81,25.7,49.7,22.9,1.7,0,179,143,0.126036664
10007143,University of Durham,420,C,20,Law, ,,,Outputs,24.3,28,55.9,16.1,0,0,93,17,0.025119237
10007143,University of Durham,420,C,21,Politics and International Studies, ,,,Outputs,24.8,13.5,41.6,38.2,6.7,0,89,21,0.002425876
10007143,University of Durham,420,C,22,Social Work and Social Policy, ,,,Outputs,24.05,22.2,45.5,23.2,9.1,0,99,51,0.221131734
10007143,University of Durham,420,C,24,Anthropology and Development Studies, ,,,Outputs,24.75,27.4,32.6,30.5,6.3,3.2,94,57,0.270981781
10007143,University of Durham,420,C,25,Education, ,,,Outputs,24.5,26,44.8,27.1,2.1,0,96,65,0.173959859
10007143,University of Durham,420,D,28,Modern Languages and Linguistics, ,,,Outputs,34,24.8,48,25.6,0.8,0.8,125,24,0.092817179
10007143,University of Durham,420,D,29,English Language and Literature, ,,,Outputs,34.03,42.4,45.6,12,0,0,125,21,0.117627457
10007143,University of Durham,420,D,30,History, ,,,Outputs,28.5,31.7,44.5,22.8,1,0,98,31,0.150529504
10007143,University of Durham,420,D,31,Classics, ,,,Outputs,14.2,35.3,43.1,21.6,0,0,51,6,0.07912627
10007143,University of Durham,420,D,32,Philosophy, ,,,Outputs,18.85,12.9,48.5,34.3,4.3,0,70,31,0.272675791
10007143,University of Durham,420,D,33,Theology and Religious Studies, ,,,Outputs,24.8,34.8,42.4,21.7,1.1,0,92,21,0.065654944
10007143,University of Durham,420,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,14.9,41.1,42.8,12.5,3.6,0,56,13,0.216720085
10007144,University of East London,440,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,14.8,23.6,58.2,18.2,0,0,55,52,0.188508714
10007144,University of East London,440,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,14.6,7.8,51.6,40.6,0,0,64,62,0.27330205
10007144,University of East London,440,B,11,Computer Science and Informatics, ,,,Outputs,4,6.3,50,37.5,6.2,0,16,10,0.210168982
10007144,University of East London,440,B,15,General Engineering, ,,,Outputs,7.8,3.6,42.8,46.5,7.1,0,28,24,0.079605617
10007144,University of East London,440,C,19,Business and Management Studies, ,,,Outputs,3.25,0,37.5,50,12.5,0,16,13,0.063043478
10007144,University of East London,440,C,20,Law, ,,,Outputs,12.7,4.3,44.6,49,2.1,0,47,5,0.276923077
10007144,University of East London,440,C,22,Social Work and Social Policy, ,,,Outputs,8.85,9.3,41.9,41.8,7,0,43,14,0
10007144,University of East London,440,C,23,Sociology, ,,,Outputs,19.4,10.6,48.2,40,1.2,0,85,30,0.112269717
10007144,University of East London,440,C,25,Education, ,,,Outputs,8.4,12.1,51.5,18.2,18.2,0,33,10,0
10007144,University of East London,440,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,8.4,30,36.7,30,3.3,0,30,1,0
10007144,University of East London,440,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,7.2,11.1,29.6,33.4,22.2,3.7,27,2,0
10007144,University of East London,440,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,14.8,29.2,43.1,23.1,4.6,0,65,13,0.321743718
10007145,University of Gloucestershire,500,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,8.2,29.4,53,17.6,0,0,34,34,0.27228164
10007145,University of Gloucestershire,500,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,11.1,10.6,34.1,34,19.2,2.1,47,42,0.387861073
10007145,University of Gloucestershire,500,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,17.6,5.7,44.3,44.3,5.7,0,70,39,0.116164994
10007145,University of Gloucestershire,500,D,29,English Language and Literature, ,,,Outputs,9.1,7.1,31,33.3,28.6,0,42,2,0.057334907
10007145,University of Gloucestershire,500,D,30,History, ,,,Outputs,4.8,7.1,25,39.3,28.6,0,28,3,0.016716123
10007146,University of Greenwich,520,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy,(joint submission with University of Kent),Outputs,2,30.1,56.2,11,0,2.7,8,8,0.125
10007146,University of Greenwich,520,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Allied Health Professions and Nursing,,Outputs,9.6,8,64,28,0,0,50,44,0.267896185
10007146,University of Greenwich,520,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,11.5,11.6,30.3,51.1,0,7,43,39,0.121398601
10007146,University of Greenwich,520,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,23.5,5.1,34.7,53.1,7.1,0,97,84,0.182949481
10007146,University of Greenwich,520,B,8,Chemistry, ,,,Outputs,14.4,3.4,49.1,44.1,3.4,0,59,57,0.160428314
10007146,University of Greenwich,520,B,10,Mathematical Sciences, ,,,Outputs,5,11.8,41.1,35.3,11.8,0,17,14,0.142857143
10007146,University of Greenwich,520,B,11,Computer Science and Informatics, ,,,Outputs,14.2,8,34,22,36,0,48,18,0.057222222
10007146,University of Greenwich,520,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,9,16.7,61.1,22.2,0,0,36,28,0.051176948
10007146,University of Greenwich,520,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,12,9.7,58,32.3,0,0,31,20,0.171647727
10007146,University of Greenwich,520,B,15,General Engineering, ,,,Outputs,14,0,30.8,66.6,0,2.6,38,28,0.091181245
10007146,University of Greenwich,520,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,6,9.1,31.8,40.9,18.2,0,22,6,0
10007146,University of Greenwich,520,C,19,Business and Management Studies, ,,,Outputs,28.7,7.1,24.8,51.3,16.8,0,113,60,0.167451675
10007146,University of Greenwich,520,C,20,Law, ,,,Outputs,8,3.2,22.6,48.4,25.8,0,31,5,0.2056
10007146,University of Greenwich,520,C,24,Anthropology and Development Studies, ,,,Outputs,8.7,0,27.8,66.6,2.8,2.8,35,11,0.363636364
10007146,University of Greenwich,520,C,25,Education, ,,,Outputs,10,4.9,17.1,60.9,14.7,2.4,41,11,0
10007146,University of Greenwich,520,D,28,Modern Languages and Linguistics, ,,,Outputs,3,NULL,NULL,NULL,NULL,NULL,9,2,0.408333333
10007146,University of Greenwich,520,D,29,English Language and Literature, ,,,Outputs,8,13.3,40,43.4,3.3,0,30,4,0.1944027
10007146,University of Greenwich,520,D,30,History, ,,,Outputs,6.7,6.9,34.5,37.9,20.7,0,27,8,0.006490385
10007146,University of Greenwich,520,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,7.2,11.5,23.1,46.2,19.2,0,25,2,0.016842105
10007147,University of Hertfordshire,560,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy and Pharmacology,,Outputs,18.4,15.6,53.2,28.6,1.3,1.3,77,72,0.194097222
10007147,University of Hertfordshire,560,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Allied Health Professions and Nursing,,Outputs,13.9,19,53.4,19,6.9,1.7,58,47,0.143166621
10007147,University of Hertfordshire,560,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,12.2,2.2,41.3,50,6.5,0,46,44,0.2931623
10007147,University of Hertfordshire,560,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,11.6,15.2,47.8,30.5,6.5,0,46,43,0.361547927
10007147,University of Hertfordshire,560,B,9,Physics, ,,,Outputs,33,8.5,61.5,28.5,0.7,0.8,130,120,0.257777778
10007147,University of Hertfordshire,560,B,11,Computer Science and Informatics, ,,,Outputs,27.4,9.2,40.3,41.3,8.3,0.9,109,75,0.069145688
10007147,University of Hertfordshire,560,B,15,General Engineering, ,,,Outputs,14.8,0,81.8,15.9,2.3,0,43,38,0.137894737
10007147,University of Hertfordshire,560,C,19,Business and Management Studies, ,,,Outputs,14.1,7.5,23.8,49.3,16.4,3,67,39,0.134238311
10007147,University of Hertfordshire,560,D,29,English Language and Literature, ,,,Outputs,8,15.2,45.4,21.2,15.2,3,32,5,0
10007147,University of Hertfordshire,560,D,30,History, ,,,Outputs,12,27.3,50,20.4,2.3,0,42,13,0.206665297
10007147,University of Hertfordshire,560,D,32,Philosophy, ,,,Outputs,9.5,18.4,39.5,31.6,10.5,0,38,8,0.438060897
10007147,University of Hertfordshire,560,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,11.45,10.9,43.4,41.4,4.3,0,46,4,0.12554911
10007147,University of Hertfordshire,560,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,5.3,0,21.1,52.6,21,5.3,19,1,0
10007148,University of Huddersfield,590,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,10.2,5.4,62.2,32.4,0,0,37,36,0.277777778
10007148,University of Huddersfield,590,A,5,Biological Sciences, ,,,Outputs,13,14.6,20.8,50,8.4,6.2,48,46,0.347826087
10007148,University of Huddersfield,590,B,8,Chemistry, ,,,Outputs,14.6,4.8,66.2,29,0,0,62,60,0.181428571
10007148,University of Huddersfield,590,B,9,Physics, ,,,Outputs,12,9.5,45.3,45.2,0,0,42,42,0.214285714
10007148,University of Huddersfield,590,B,11,Computer Science and Informatics, ,,,Outputs,14.4,13,37,38.9,11.1,0,54,29,0.073404998
10007148,University of Huddersfield,590,B,15,General Engineering, ,,,Outputs,34.8,0,49.2,47.5,2.5,0.8,121,107,0.128864564
10007148,University of Huddersfield,590,C,19,Business and Management Studies, ,,,Outputs,18.8,6,22.4,49.2,22.4,0,67,38,0.071963563
10007148,University of Huddersfield,590,C,22,Social Work and Social Policy, ,,,Outputs,41.8,13.7,36,39.7,10.6,0,161,86,0.049034913
10007148,University of Huddersfield,590,C,25,Education, ,,,Outputs,11.75,8.3,45.9,39.5,6.3,0,48,25,0.095256743
10007148,University of Huddersfield,590,D,29,English Language and Literature, ,,,Outputs,16.65,31.1,55.8,11.5,1.6,0,61,23,0.122422033
10007148,University of Huddersfield,590,D,30,History, ,,,Outputs,14.25,13.8,48.3,37.9,0,0,57,18,0.147736476
10007148,University of Huddersfield,590,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,13.95,21.1,38.5,29.9,10.5,0,57,2,0
10007148,University of Huddersfield,590,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,17.5,22.2,54.2,19.4,2.8,1.4,71,11,0.021970128
10007149,University of Hull,620,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,34.3,17.9,61.6,19.6,0,0.9,117,109,0.186219244
10007149,University of Hull,620,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,21.8,11.2,48.4,38.2,1.1,1.1,89,81,0.135361552
10007149,University of Hull,620,B,8,Chemistry, ,,,Outputs,24,9.6,76.6,13.8,0,0,94,94,0.23820922
10007149,University of Hull,620,B,11,Computer Science and Informatics, ,,,Outputs,14.8,10,38,46,6,0,50,32,0.125
10007149,University of Hull,620,B,15,General Engineering, ,,,Outputs,14.9,14.5,71,12.7,0,1.8,55,55,0.223705437
10007149,University of Hull,620,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,34.5,17,39.3,41.5,2.2,0,135,120,0.305391414
10007149,University of Hull,620,C,19,Business and Management Studies, ,,,Outputs,43.75,9.6,39.4,42.1,8.3,0.6,157,129,0.142627146
10007149,University of Hull,620,C,20,Law, ,,,Outputs,16.25,4.8,49.2,38.1,7.9,0,63,11,0
10007149,University of Hull,620,C,21,Politics and International Studies, ,,,Outputs,19.2,0,19.4,55.6,25,0,72,20,0.127447669
10007149,University of Hull,620,C,22,Social Work and Social Policy, ,,,Outputs,24.5,9.6,50.6,32.6,7.2,0,83,36,0.167366724
10007149,University of Hull,620,C,25,Education, ,,,Outputs,13.6,15.1,32.1,43.4,7.5,1.9,52,20,0.001074468
10007149,University of Hull,620,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,11,8.1,29.7,29.8,32.4,0,37,31,0.032258065
10007149,University of Hull,620,D,29,English Language and Literature, ,,,Outputs,29.43,15.3,41.8,38.8,4.1,0,98,15,0.031548196
10007149,University of Hull,620,D,30,History, ,,,Outputs,25.1,21.7,42.2,28.9,7.2,0,83,11,0.105118098
10007149,University of Hull,620,D,32,Philosophy, ,,,Outputs,7.2,3.3,16.7,73.3,0,6.7,30,14,0.125802568
10007149,University of Hull,620,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,21.15,9.2,38.2,39.4,13.2,0,76,10,0.003145695
10007150,University of Kent,670,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of Greenwich: A - Pharmacy),Outputs,16.3,30.1,56.2,11,0,2.7,65,60,0.185972222
10007150,University of Kent,670,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,33.13,20,44.3,31.4,3.4,0.9,115,106,0.189434532
10007150,University of Kent,670,A,5,Biological Sciences, ,,,Outputs,24.2,21.3,64.1,14.6,0,0,89,89,0.249962547
10007150,University of Kent,670,B,8,Chemistry, ,,,Outputs,17,14,70.2,15.8,0,0,57,55,0.279018182
10007150,University of Kent,670,B,9,Physics, ,,,Outputs,5,23.5,47.1,29.4,0,0,17,15,0.6
10007150,University of Kent,670,B,10,Mathematical Sciences, ,,,Outputs,33.08,6.8,65,28.2,0,0,117,97,0.225717552
10007150,University of Kent,670,B,11,Computer Science and Informatics, ,,,Outputs,29.1,17.9,52.2,26.5,3.4,0,117,59,0.10275348
10007150,University of Kent,670,B,15,General Engineering, ,,,Outputs,24,8.3,66.7,22.6,1.2,1.2,84,70,0.112173123
10007150,University of Kent,670,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,11.4,40,27.5,32.5,0,0,40,13,0.076923077
10007150,University of Kent,670,C,18,Economics and Econometrics, ,,,Outputs,21.9,2.5,43.1,37.9,16.5,0,79,64,0.153255208
10007150,University of Kent,670,C,19,Business and Management Studies, ,,,Outputs,43.3,17.7,48.1,31.7,1.9,0.6,158,129,0.179163317
10007150,University of Kent,670,C,20,Law, ,,,Outputs,43.6,24.7,50,24,1.3,0,150,32,0.03125
10007150,University of Kent,670,C,21,Politics and International Studies, ,,,Outputs,30.75,11.7,40.6,42.3,5.4,0,111,50,0.107159588
10007150,University of Kent,670,C,22,Social Work and Social Policy, ,,,Outputs,54.58,25.6,55.8,17.1,1.5,0,199,148,0.192287704
10007150,University of Kent,670,C,24,Anthropology and Development Studies, ,,,Outputs,27.27,8.7,42.8,38.8,8.7,1,103,76,0.355531375
10007150,University of Kent,670,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,11,9.4,34.4,53.1,3.1,0,32,27,0.334490741
10007150,University of Kent,670,D,28,Modern Languages and Linguistics, ,,,Outputs,24.7,34.2,49.3,16.5,0,0,79,27,0.228969973
10007150,University of Kent,670,D,29,English Language and Literature, ,,,Outputs,38.1,22,42.2,28.5,7.3,0,123,11,0.259737626
10007150,University of Kent,670,D,30,History, ,,,Outputs,31.4,24.2,42.5,31.6,1.7,0,120,25,0.13926236
10007150,University of Kent,670,D,31,Classics, ,,,Outputs,12.4,16.7,39.6,39.5,4.2,0,48,7,0.20602286
10007150,University of Kent,670,D,32,Philosophy, ,,,Outputs,13.2,13.3,33.4,48.9,4.4,0,45,15,0.136507937
10007150,University of Kent,670,D,33,Theology and Religious Studies, ,,,Outputs,7.88,30.8,30.7,34.7,3.8,0,26,2,0
10007150,University of Kent,670,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,38,28.7,48.3,19.7,3.3,0,118,24,0.065876299
10007151,University of Lincoln,810,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,19.4,26.7,64.4,8.9,0,0,45,39,0.256410256
10007151,University of Lincoln,810,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,12.8,7.1,28.6,52.4,9.5,2.4,42,40,0.213512636
10007151,University of Lincoln,810,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,14,34.9,55.8,9.3,0,0,43,41,0.455168409
10007151,University of Lincoln,810,B,11,Computer Science and Informatics, ,,,Outputs,14.5,16,48,32,4,0,50,32,0.264732143
10007151,University of Lincoln,810,B,15,General Engineering, ,,,Outputs,12,14.3,45.7,40,0,0,35,33,0.182424242
10007151,University of Lincoln,810,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,6.2,7.4,18.5,55.6,18.5,0,27,3,0
10007151,University of Lincoln,810,C,19,Business and Management Studies, ,,,Outputs,9.4,10.3,41.4,44.9,3.4,0,28,19,0.261654135
10007151,University of Lincoln,810,C,20,Law, ,,,Outputs,4.2,0,41.2,41.2,17.6,0,17,2,0
10007151,University of Lincoln,810,C,21,Politics and International Studies, ,,,Outputs,7.3,4,40,44,12,0,25,12,0.166666667
10007151,University of Lincoln,810,C,22,Social Work and Social Policy, ,,,Outputs,11.2,7.1,54.8,38.1,0,0,42,18,0.076068376
10007151,University of Lincoln,810,C,25,Education, ,,,Outputs,6.6,12.5,33.3,41.7,12.5,0,24,10,0.1
10007151,University of Lincoln,810,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,7,19,38.1,33.4,9.5,0,21,16,0.229464286
10007151,University of Lincoln,810,D,29,English Language and Literature, ,,,Outputs,11,12.1,39.4,45.5,3,0,33,7,0.000185529
10007151,University of Lincoln,810,D,30,History, ,,,Outputs,11,35.1,40.6,21.6,2.7,0,37,9,0.226995305
10007151,University of Lincoln,810,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,13.1,8.5,51.1,31.9,8.5,0,47,5,0
10007151,University of Lincoln,810,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,11.2,3.7,37,40.8,18.5,0,27,7,0.013481552
10007151,University of Lincoln,810,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,6.4,17.9,32.1,25,21.4,3.6,28,6,0
